period,f,h,T
1.8,0.68,0.5,0.738425462
1.8,0.68,1,0.962624293
1.8,0.68,1.5,0.913352586
1.8,0.68,2,0.696487922
1.8,0.68,2.5,0.651930343
1.8,0.7,0.4,0.699782851
1.8,0.7,0.5,0.733204224
1.8,0.7,0.6,0.773254574
1.8,0.7,0.8,0.866637246
1.8,0.7,0.9,0.913552968
1.8,0.7,1,0.954688805
1.8,0.7,1.1,0.984485061
1.8,0.7,1.2,0.998283832
1.8,0.7,1.3,0.99375202
1.8,0.7,1.4,0.97150115
1.8,0.7,1.5,0.935546581
1.8,0.7,1.6,0.891207783
1.8,0.7,1.8,0.795413116
1.8,0.7,2,0.716059792
1.8,0.7,2.2,0.663753761
1.8,0.7,2.4,0.643184288
1.8,0.7,2.5,0.644705614
1.8,0.7,2.6,0.654174693
1.8,0.7,2.8,0.695513306
1.8,0.7,3,0.766836223
1.8,0.72,0.5,0.727707097
1.8,0.72,1,0.943792564
1.8,0.72,1.5,0.955143757
1.8,0.72,2,0.73839348
1.8,0.72,2.5,0.642831314
1.8,0.74,0.5,0.721778172
1.8,0.74,1,0.929762144
1.8,0.74,1.5,0.970004258
1.8,0.74,2,0.763171895
1.8,0.74,2.5,0.645325045
1.8,0.76,0.5,0.716186537
1.8,0.76,1,0.913464997
1.8,0.76,1.5,0.979643576
1.8,0.76,2,0.78955992
1.8,0.76,2.5,0.653362998
1.8,0.78,0.5,0.709696489
1.8,0.78,1,0.894952355
1.8,0.78,1.5,0.982514813
1.8,0.78,2,0.816829972
1.8,0.78,2.5,0.666104114
1.8,0.8,0.5,0.703568937
1.8,0.8,1,0.873973023
1.8,0.8,1.5,0.97805185
1.8,0.8,2,0.841959501
1.8,0.8,2.5,0.683508462
1.8,0.9,0.4,0.659965016
1.8,0.9,0.5,0.671250313
1.8,0.9,0.6,0.684528765
1.8,0.9,0.8,0.716992909
1.8,0.9,0.9,0.735942398
1.8,0.9,1,0.755766473
1.8,0.9,1.1,0.776289309
1.8,0.9,1.2,0.796522309
1.8,0.9,1.3,0.816202823
1.8,0.9,1.4,0.833936436
1.8,0.9,1.5,0.849232176
1.8,0.9,1.6,0.86133064
1.8,0.9,1.8,0.872328114
1.8,0.9,2,0.865288274
1.8,0.9,2.2,0.841029511
1.8,0.9,2.4,0.80524407
1.8,0.9,2.5,0.785096237
1.8,0.9,2.6,0.764697695
1.8,0.9,2.8,0.725185864
1.8,0.9,3,0.691026082
1.9,0.1,0.5,0.682920805
1.9,0.1,0.8,0.689587401
1.9,0.1,0.9,0.681158416
1.9,0.1,1,0.669790003
1.9,0.1,1.1,0.658992194
1.9,0.1,1.2,0.649692123
1.9,0.1,1.3,0.645217219
1.9,0.1,1.4,0.645306658
1.9,0.1,1.5,0.650287215
1.9,0.1,1.6,0.659309033
1.9,0.1,2,0.693986767
1.9,0.1,2.5,0.65248737
1.9,0.2,0.5,0.715798943
1.9,0.2,1,0.708020668
1.9,0.2,1.5,0.651110737
1.9,0.2,2,0.73552683
1.9,0.2,2.5,0.691899561
1.9,0.3,0.5,0.743204269
1.9,0.3,0.8,0.794526971
1.9,0.3,0.9,0.784112691
1.9,0.3,1,0.762075517
1.9,0.3,1.1,0.732978413
1.9,0.3,1.2,0.70328508
1.9,0.3,1.3,0.677938157
1.9,0.3,1.4,0.660798943
1.9,0.3,1.5,0.652838277
1.9,0.3,1.6,0.654679888
1.9,0.3,2,0.744949776
1.9,0.3,2.5,0.769273556
1.9,0.4,0.5,0.760698461
1.9,0.4,1,0.830097242
1.9,0.4,1.5,0.66734575
1.9,0.4,2,0.711486042
1.9,0.4,2.5,0.855471885
1.9,0.42,0.5,0.76282959
1.9,0.42,1,0.845252523
1.9,0.42,1.5,0.673743059
1.9,0.42,2,0.701538206
1.9,0.42,2.5,0.865295914
1.9,0.44,0.5,0.764218822
1.9,0.44,1,0.860779702
1.9,0.44,1.5,0.681528798
1.9,0.44,2,0.690943107
1.9,0.44,2.5,0.87014652
1.9,0.46,0.5,0.765190388
1.9,0.46,1,0.876312824
1.9,0.46,1.5,0.690656557
1.9,0.46,2,0.680931792
1.9,0.46,2.5,0.869368215
1.9,0.48,0.5,0.765759522
1.9,0.48,1,0.891602257
1.9,0.48,1.5,0.701670141
1.9,0.48,2,0.671581995
1.9,0.48,2.5,0.862113636
1.9,0.5,0.5,0.765467041
1.9,0.5,0.8,0.891701592
1.9,0.5,0.9,0.909979149
1.9,0.5,1,0.906615456
1.9,0.5,1.1,0.882884692
1.9,0.5,1.2,0.844571508
1.9,0.5,1.3,0.800194845
1.9,0.5,1.4,0.75486784
1.9,0.5,1.5,0.714784237
1.9,0.5,1.6,0.683003206
1.9,0.5,2,0.663422358
1.9,0.5,2.5,0.849319437
1.9,0.52,0.5,0.764752195
1.9,0.52,1,0.920750412
1.9,0.52,1.5,0.729694307
1.9,0.52,2,0.656339742
1.9,0.52,2.5,0.830273058
1.9,0.54,0.5,0.763492208
1.9,0.54,1,0.933628296
1.9,0.54,1.5,0.746222765
1.9,0.54,2,0.651576832
1.9,0.54,2.5,0.807826876
1.9,0.56,0.5,0.761551249
1.9,0.56,1,0.945155087
1.9,0.56,1.5,0.765186487
1.9,0.56,2,0.648292235
1.9,0.56,2.5,0.781727032
1.9,0.58,0.5,0.759179054
1.9,0.58,1,0.954812224
1.9,0.58,1.5,0.786560158
1.9,0.58,2,0.647807778
1.9,0.58,2.5,0.755580423
1.9,0.6,0.5,0.755810631
1.9,0.6,1,0.962250328
1.9,0.6,1.5,0.80898129
1.9,0.6,2,0.650206535
1.9,0.6,2.5,0.730007878
1.9,0.62,0.5,0.752335134
1.9,0.62,1,0.967129714
1.9,0.62,1.5,0.832833311
1.9,0.62,2,0.656134586
1.9,0.62,2.5,0.706431784
1.9,0.64,0.5,0.748593113
1.9,0.64,1,0.969182862
1.9,0.64,1.5,0.858009541
1.9,0.64,2,0.664856681
1.9,0.64,2.5,0.685616149
1.9,0.66,0.5,0.74429115
1.9,0.66,1,0.968226185
1.9,0.66,1.5,0.883337416
1.9,0.66,2,0.676941302
1.9,0.66,2.5,0.668414058
1.9,0.68,0.5,0.739052909
1.9,0.68,1,0.963495435
1.9,0.68,1.5,0.907907489
1.9,0.68,2,0.692315937
1.9,0.68,2.5,0.654871297
1.9,0.7,0.5,0.734094149
1.9,0.7,0.8,0.868485063
1.9,0.7,0.9,0.915234127
1.9,0.7,1,0.956361444
1.9,0.7,1.1,0.985462366
1.9,0.7,1.2,0.99800027
1.9,0.7,1.3,0.992040402
1.9,0.7,1.4,0.968521082
1.9,0.7,1.5,0.931029181
1.9,0.7,1.6,0.885743609
1.9,0.7,2,0.711427903
1.9,0.7,2.5,0.64630279
1.9,0.72,0.5,0.72846986
1.9,0.72,1,0.94601179
1.9,0.72,1.5,0.951449611
1.9,0.72,2,0.733937961
1.9,0.72,2.5,0.643381559
1.9,0.74,0.5,0.722767975
1.9,0.74,1,0.932331567
1.9,0.74,1.5,0.96796421
1.9,0.74,2,0.759252641
1.9,0.74,2.5,0.645072628
1.9,0.76,0.5,0.716404206
1.9,0.76,1,0.915676257
1.9,0.76,1.5,0.978839774
1.9,0.76,2,0.786171397
1.9,0.76,2.5,0.652419102
1.9,0.78,0.5,0.710212346
1.9,0.78,1,0.897299844
1.9,0.78,1.5,0.982806117
1.9,0.78,2,0.813622502
1.9,0.78,2.5,0.664823327
1.9,0.8,0.5,0.704079307
1.9,0.8,1,0.876437059
1.9,0.8,1.5,0.979219701
1.9,0.8,2,0.839585235
1.9,0.8,2.5,0.681574812
1.9,0.9,0.5,0.671578708
1.9,0.9,0.8,0.717329233
1.9,0.9,0.9,0.736591806
1.9,0.9,1,0.756313236
1.9,0.9,1.1,0.776994413
1.9,0.9,1.2,0.797674787
1.9,0.9,1.3,0.817238034
1.9,0.9,1.4,0.83518595
1.9,0.9,1.5,0.850604131
1.9,0.9,1.6,0.862768875
1.9,0.9,2,0.865912045
1.9,0.9,2.5,0.785061075
2,0.1,0.4,0.671045608
2,0.1,0.5,0.681796346
2,0.1,0.6,0.688825493
2,0.1,0.8,0.687549656
2,0.1,0.9,0.678936001
2,0.1,1,0.668138173
2,0.1,1.1,0.65790828
2,0.1,1.2,0.649451625
2,0.1,1.3,0.645396005
2,0.1,1.4,0.646016708
2,0.1,1.5,0.651264269
2,0.1,1.6,0.660037222
2,0.1,1.8,0.68207557
2,0.1,2,0.692702922
2,0.1,2.2,0.682507037
2,0.1,2.4,0.660538032
2,0.1,2.5,0.651311553
2,0.1,2.6,0.645832437
2,0.1,2.8,0.648774216
2,0.1,3,0.667830418
2,0.1,3.5,0.685197332
2,0.1,4,0.644680396
2,0.1,4.5,0.685305727
2,0.1,5,0.668068642
2,0.1,5.5,0.65153475
2,0.1,6,0.692826253
2,0.2,0.5,0.714555545
2,0.2,1,0.703828773
2,0.2,1.5,0.652877805
2,0.2,2,0.735421149
2,0.2,2.5,0.688055005
2,0.2,3,0.661574572
2,0.2,3.5,0.741963908
2,0.2,4,0.671396365
2,0.2,4.5,0.674655425
2,0.2,5,0.741761553
2,0.2,5.5,0.659053631
2,0.2,6,0.691294462
2,0.3,0.4,0.710640712
2,0.3,0.5,0.741126779
2,0.3,0.6,0.768103858
2,0.3,0.8,0.788246116
2,0.3,0.9,0.776749976
2,0.3,1,0.754287488
2,0.3,1.1,0.724764351
2,0.3,1.2,0.697608305
2,0.3,1.3,0.674809207
2,0.3,1.4,0.659099765
2,0.3,1.5,0.65322351
2,0.3,1.6,0.656796479
2,0.3,1.8,0.691470234
2,0.3,2,0.748475937
2,0.3,2.2,0.791184962
2,0.3,2.4,0.782306476
2,0.3,2.5,0.759686457
2,0.3,2.6,0.731500015
2,0.3,2.8,0.677603633
2,0.3,3,0.653133634
2,0.3,3.5,0.744442379
2,0.3,4,0.763452682
2,0.3,4.5,0.653417491
2,0.3,5,0.738921316
2,0.3,5.5,0.766600366
2,0.3,6,0.653870663
2,0.4,0.5,0.759522588
2,0.4,0.55,0.77886403
2,0.4,0.6,0.797118118
2,0.4,0.65,0.813744185
2,0.4,0.7,0.827429085
2,0.4,0.75,0.837668205
2,0.4,0.8,0.843238424
2,0.4,0.85,0.844719534
2,0.4,0.9,0.840741126
2,0.4,0.95,0.832689591
2,0.4,1,0.820736762
2,0.4,1.05,0.806077099
2,0.4,1.1,0.788864808
2,0.4,1.15,0.770346918
2,0.4,1.2,0.751562159
2,0.4,1.25,0.733668515
2,0.4,1.3,0.715503879
2,0.4,1.35,0.699489704
2,0.4,1.4,0.685756203
2,0.4,1.45,0.674130505
2,0.4,1.5,0.664871754
2,0.4,2,0.718973032
2,0.4,2.5,0.849418189
2,0.4,3,0.697514028
2,0.4,3.5,0.677508466
2,0.4,4,0.839166835
2,0.4,4.5,0.745465047
2,0.4,5,0.655716458
2,0.4,5.5,0.798777074
2,0.4,6,0.798794625
2,0.42,0.5,0.761872764
2,0.42,1,0.836029302
2,0.42,1.5,0.670291971
2,0.42,2,0.709050516
2,0.42,2.5,0.861979366
2,0.44,0.5,0.76364843
2,0.44,1,0.851607405
2,0.44,1.5,0.677404841
2,0.44,2,0.698754127
2,0.44,2.5,0.869754273
2,0.45,0.5,0.764364326
2,0.45,0.55,0.785810316
2,0.45,0.6,0.806625396
2,0.45,0.65,0.826215424
2,0.45,0.7,0.843946668
2,0.45,0.75,0.858291808
2,0.45,0.8,0.868056232
2,0.45,0.85,0.874164879
2,0.45,0.9,0.874414777
2,0.45,0.95,0.869535554
2,0.45,1,0.859862493
2,0.45,1.05,0.846017265
2,0.45,1.1,0.829251172
2,0.45,1.15,0.809989677
2,0.45,1.2,0.789527614
2,0.45,1.25,0.769417667
2,0.45,1.3,0.748899657
2,0.45,1.35,0.729029736
2,0.45,1.4,0.711324835
2,0.45,1.45,0.695539421
2,0.45,1.5,0.681778185
2,0.46,0.5,0.764838975
2,0.46,1,0.867724489
2,0.46,1.5,0.686371336
2,0.46,2,0.688291931
2,0.46,2.5,0.872191766
2,0.48,0.5,0.765366382
2,0.48,1,0.883360883
2,0.48,1.5,0.696549586
2,0.48,2,0.678117164
2,0.48,2.5,0.867494434
2,0.5,0.4,0.72260562
2,0.5,0.5,0.765428462
2,0.5,0.55,0.788321308
2,0.5,0.6,0.811238611
2,0.5,0.65,0.833823214
2,0.5,0.7,0.854748817
2,0.5,0.75,0.873067812
2,0.5,0.8,0.888254314
2,0.5,0.85,0.898830495
2,0.5,0.9,0.904313661
2,0.5,0.95,0.904250727
2,0.5,1,0.898830234
2,0.5,1.05,0.888662679
2,0.5,1.1,0.87357784
2,0.5,1.15,0.856565013
2,0.5,1.2,0.836005902
2,0.5,1.25,0.813646867
2,0.5,1.3,0.790876621
2,0.5,1.35,0.768284347
2,0.5,1.4,0.747090376
2,0.5,1.45,0.727012102
2,0.5,1.5,0.708632027
2,0.5,1.6,0.679605585
2,0.5,1.8,0.652047864
2,0.5,2,0.668410655
2,0.5,2.2,0.726370987
2,0.5,2.4,0.81287891
2,0.5,2.5,0.856509551
2,0.5,2.6,0.889685494
2,0.5,2.8,0.903172093
2,0.5,3,0.842114748
2,0.5,3.5,0.661689443
2,0.5,4,0.72100075
2,0.5,4.5,0.905928911
2,0.5,5,0.758498036
2,0.5,5.5,0.652831122
2,0.5,6,0.800467264
2,0.52,0.5,0.764971665
2,0.52,1,0.913564186
2,0.52,1.5,0.722974747
2,0.52,2,0.660334734
2,0.52,2.5,0.839584602
2,0.54,0.5,0.76375901
2,0.54,1,0.927444364
2,0.54,1.5,0.739526934
2,0.54,2,0.654311307
2,0.54,2.5,0.818215819
2,0.55,0.5,0.763229476
2,0.55,0.55,0.786556131
2,0.55,0.6,0.810537686
2,0.55,0.65,0.834961958
2,0.55,0.7,0.858544603
2,0.55,0.75,0.880533002
2,0.55,0.8,0.900077584
2,0.55,0.85,0.915753089
2,0.55,0.9,0.927218647
2,0.55,0.95,0.933276694
2,0.55,1,0.933941962
2,0.55,1.05,0.929109613
2,0.55,1.1,0.91942228
2,0.55,1.15,0.904851325
2,0.55,1.2,0.886344655
2,0.55,1.25,0.864907059
2,0.55,1.3,0.841792014
2,0.55,1.35,0.817779071
2,0.55,1.4,0.79382185
2,0.55,1.45,0.770697434
2,0.55,1.5,0.748485023
2,0.56,0.5,0.762139037
2,0.56,1,0.93998308
2,0.56,1.5,0.757815393
2,0.56,2,0.650524151
2,0.56,2.5,0.793602719
2,0.58,0.5,0.759672861
2,0.58,1,0.950665909
2,0.58,1.5,0.778421262
2,0.58,2,0.649290023
2,0.58,2.5,0.767256942
2,0.6,0.5,0.757012607
2,0.6,0.55,0.780165941
2,0.6,0.6,0.8039128
2,0.6,0.65,0.82909062
2,0.6,0.7,0.854238798
2,0.6,0.75,0.878805459
2,0.6,0.8,0.901542792
2,0.6,0.85,0.922062712
2,0.6,0.9,0.938928539
2,0.6,0.95,0.951599159
2,0.6,1,0.959171962
2,0.6,1.05,0.961441429
2,0.6,1.1,0.958318334
2,0.6,1.15,0.949771767
2,0.6,1.2,0.936311239
2,0.6,1.25,0.918608341
2,0.6,1.3,0.897655402
2,0.6,1.35,0.874998507
2,0.6,1.4,0.850616286
2,0.6,1.45,0.82564901
2,0.6,1.5,0.80079491
2,0.6,2,0.650649016
2,0.6,2.5,0.740495928
2,0.6,3,0.953914553
2,0.6,3.5,0.822860737
2,0.6,4,0.654700357
2,0.6,4.5,0.722570428
2,0.6,5,0.943042916
2,0.6,5.5,0.84650099
2,0.6,6,0.660362071
2,0.62,0.5,0.753594399
2,0.62,1,0.965139891
2,0.62,1.5,0.824817943
2,0.62,2,0.655028433
2,0.62,2.5,0.715381152
2,0.64,0.5,0.749700248
2,0.64,1,0.968209825
2,0.64,1.5,0.849830927
2,0.64,2,0.662543662
2,0.64,2.5,0.69262596
2,0.65,0.5,0.747527658
2,0.65,0.55,0.76936628
2,0.65,0.6,0.792571275
2,0.65,0.65,0.816968576
2,0.65,0.7,0.841893037
2,0.65,0.75,0.866987799
2,0.65,0.8,0.891663109
2,0.65,0.85,0.915044354
2,0.65,0.9,0.936289614
2,0.65,0.95,0.954484105
2,0.65,1,0.96880783
2,0.65,1.05,0.978414498
2,0.65,1.1,0.983162914
2,0.65,1.15,0.982622647
2,0.65,1.2,0.976946628
2,0.65,1.25,0.966182797
2,0.65,1.3,0.951194316
2,0.65,1.35,0.932600331
2,0.65,1.4,0.910956309
2,0.65,1.45,0.887363232
2,0.65,1.5,0.862750758
2,0.66,0.5,0.745257319
2,0.66,1,0.968300918
2,0.66,1.5,0.875524375
2,0.66,2,0.673782879
2,0.66,2.5,0.673660247
2,0.68,0.5,0.739999731
2,0.68,1,0.964664976
2,0.68,1.5,0.902059911
2,0.68,2,0.688798441
2,0.68,2.5,0.65838168
2,0.7,0.4,0.700916945
2,0.7,0.5,0.73477917
2,0.7,0.55,0.75440919
2,0.7,0.6,0.775504585
2,0.7,0.65,0.798023247
2,0.7,0.7,0.821283156
2,0.7,0.75,0.84552492
2,0.7,0.8,0.870425983
2,0.7,0.85,0.894467094
2,0.7,0.9,0.91743384
2,0.7,0.95,0.938857772
2,0.7,1,0.957996667
2,0.7,1.05,0.973884892
2,0.7,1.1,0.986054647
2,0.7,1.15,0.994054119
2,0.7,1.2,0.997376305
2,0.7,1.25,0.995878255
2,0.7,1.3,0.989698558
2,0.7,1.35,0.979262662
2,0.7,1.4,0.964878576
2,0.7,1.45,0.946854122
2,0.7,1.5,0.926438927
2,0.7,1.6,0.879697235
2,0.7,1.8,0.784860903
2,0.7,2,0.70683483
2,0.7,2.2,0.659618113
2,0.7,2.4,0.644144422
2,0.7,2.5,0.64843564
2,0.7,2.6,0.660882798
2,0.7,2.8,0.709468003
2,0.7,3,0.787483544
2,0.7,3.5,0.990845442
2,0.7,4,0.867738017
2,0.7,4.5,0.67419593
2,0.7,5,0.664723929
2,0.7,5.5,0.846229929
2,0.7,6,0.995928754
2,0.72,0.5,0.729481946
2,0.72,1,0.947919211
2,0.72,1.5,0.947871691
2,0.72,2,0.729815292
2,0.72,2.5,0.64350215
2,0.74,0.5,0.723027464
2,0.74,1,0.934844661
2,0.74,1.5,0.965902071
2,0.74,2,0.755025234
2,0.74,2.5,0.644851146
2,0.75,0.5,0.720146415
2,0.75,0.55,0.737084487
2,0.75,0.6,0.755114189
2,0.75,0.65,0.775127263
2,0.75,0.7,0.795663051
2,0.75,0.75,0.81702303
2,0.75,0.8,0.839032242
2,0.75,0.85,0.861520733
2,0.75,0.9,0.883979805
2,0.75,0.95,0.905980539
2,0.75,1,0.926920288
2,0.75,1.05,0.945775483
2,0.75,1.1,0.962572741
2,0.75,1.15,0.976741659
2,0.75,1.2,0.987706204
2,0.75,1.25,0.995016845
2,0.75,1.3,0.998440285
2,0.75,1.35,0.997826786
2,0.75,1.4,0.993141965
2,0.75,1.45,0.984670919
2,0.75,1.5,0.972755635
2,0.76,0.5,0.717371019
2,0.76,1,0.918363891
2,0.76,1.5,0.977860371
2,0.76,2,0.782069503
2,0.76,2.5,0.651103371
2,0.78,0.5,0.71113586
2,0.78,1,0.899827878
2,0.78,1.5,0.983149874
2,0.78,2,0.810088666
2,0.78,2.5,0.662915483
2,0.8,0.5,0.704879904
2,0.8,0.55,0.717848473
2,0.8,0.6,0.732735906
2,0.8,0.65,0.748700739
2,0.8,0.7,0.76528266
2,0.8,0.75,0.783107948
2,0.8,0.8,0.80166232
2,0.8,0.85,0.820721101
2,0.8,0.9,0.839995681
2,0.8,0.95,0.859648489
2,0.8,1,0.878734748
2,0.8,1.05,0.897505638
2,0.8,1.1,0.914978332
2,0.8,1.15,0.931635706
2,0.8,1.2,0.946364853
2,0.8,1.25,0.958707928
2,0.8,1.3,0.968890426
2,0.8,1.35,0.976166251
2,0.8,1.4,0.980704653
2,0.8,1.45,0.982310452
2,0.8,1.5,0.980347372
2,0.8,2,0.837278425
2,0.8,2.5,0.679756011
2,0.8,3,0.646361104
2,0.8,3.5,0.745224256
2,0.8,4,0.928294134
2,0.8,4.5,0.959417646
2,0.8,5,0.784121472
2,0.8,5.5,0.657659989
2,0.8,6,0.66072049
2,0.85,0.5,0.688114431
2,0.85,0.55,0.698224946
2,0.85,0.6,0.70899153
2,0.85,0.65,0.720637518
2,0.85,0.7,0.733164496
2,0.85,0.75,0.746339718
2,0.85,0.8,0.759970582
2,0.85,0.85,0.774400748
2,0.85,0.9,0.789600509
2,0.85,0.95,0.804538103
2,0.85,1,0.819778592
2,0.85,1.05,0.835298639
2,0.85,1.1,0.850157697
2,0.85,1.15,0.864893068
2,0.85,1.2,0.879002496
2,0.85,1.25,0.89223688
2,0.85,1.3,0.904398938
2,0.85,1.35,0.915221566
2,0.85,1.4,0.924646371
2,0.85,1.45,0.931947629
2,0.85,1.5,0.937730422
2,0.9,0.4,0.660464834
2,0.9,0.5,0.671555357
2,0.9,0.6,0.685103108
2,0.9,0.8,0.718171911
2,0.9,0.9,0.736950708
2,0.9,1,0.757297597
2,0.9,1.1,0.777841942
2,0.9,1.2,0.798441772
2,0.9,1.3,0.818598126
2,0.9,1.4,0.836401151
2,0.9,1.5,0.851985628
2,0.9,1.6,0.863889371
2,0.9,1.8,0.874999741
2,0.9,2,0.867160958
2,0.9,2.2,0.84206702
2,0.9,2.4,0.805296467
2,0.9,2.5,0.784837294
2,0.9,2.6,0.764264549
2,0.9,2.8,0.724332435
2,0.9,3,0.690140364
2,0.9,3.5,0.642352307
2,0.9,4,0.658358059
2,0.9,4.5,0.733565827
2,0.9,5,0.833303692
2,0.9,5.5,0.874121891
2,0.9,6,0.808919821
2.1,0.1,0.5,0.680621378
2.1,0.1,1,0.666172948
2.1,0.1,1.5,0.651917418
2.1,0.1,2,0.691207185
2.1,0.1,2.5,0.65033451
2.1,0.2,0.5,0.712010893
2.1,0.2,1,0.69857664
2.1,0.2,1.5,0.654660731
2.1,0.2,2,0.734612777
2.1,0.2,2.5,0.682006572
2.1,0.3,0.5,0.738939544
2.1,0.3,1,0.745501613
2.1,0.3,1.5,0.653817022
2.1,0.3,2,0.753748207
2.1,0.3,2.5,0.748875523
2.1,0.4,0.5,0.758048115
2.1,0.4,1,0.810176233
2.1,0.4,1.5,0.662669968
2.1,0.4,2,0.727652666
2.1,0.4,2.5,0.840690881
2.1,0.5,0.5,0.765127831
2.1,0.5,1,0.889923046
2.1,0.5,1.5,0.70271802
2.1,0.5,2,0.674843918
2.1,0.5,2.5,0.863466043
2.1,0.6,0.5,0.757715933
2.1,0.6,1,0.955292299
2.1,0.6,1.5,0.791512024
2.1,0.6,2,0.650770935
2.1,0.6,2.5,0.752689106
2.1,0.7,0.5,0.73574762
2.1,0.7,1,0.959506968
2.1,0.7,1.5,0.920600485
2.1,0.7,2,0.702758357
2.1,0.7,2.5,0.651513238
2.1,0.8,0.5,0.705240597
2.1,0.8,1,0.881144528
2.1,0.8,1.5,0.981640831
2.1,0.8,2,0.834700113
2.1,0.8,2.5,0.678273927
2.1,0.9,0.5,0.671584438
2.1,0.9,1,0.757927226
2.1,0.9,1.5,0.853602577
2.1,0.9,2,0.868351305
2.1,0.9,2.5,0.78505438
2.2,0.1,0.4,0.669485831
2.2,0.1,0.5,0.679139363
2.2,0.1,0.6,0.684931735
2.2,0.1,0.8,0.682154908
2.2,0.1,1,0.664030353
2.2,0.1,1.2,0.648034357
2.2,0.1,1.4,0.647243271
2.2,0.1,1.5,0.653586217
2.2,0.1,1.6,0.662902435
2.2,0.1,1.8,0.682580751
2.2,0.1,2,0.689706853
2.2,0.1,2.2,0.677507439
2.2,0.1,2.4,0.657168596
2.2,0.1,2.5,0.649073018
2.2,0.1,2.6,0.645226526
2.2,0.1,2.8,0.650579536
2.2,0.1,3,0.669860992
2.2,0.2,0.5,0.709487011
2.2,0.2,1,0.692975387
2.2,0.2,1.5,0.657110561
2.2,0.2,2,0.734030776
2.2,0.2,2.5,0.676936729
2.2,0.3,0.4,0.70836845
2.2,0.3,0.5,0.736739759
2.2,0.3,0.6,0.760077978
2.2,0.3,0.8,0.771996852
2.2,0.3,1,0.73660184
2.2,0.3,1.2,0.686159025
2.2,0.3,1.4,0.656813683
2.2,0.3,1.5,0.655674857
2.2,0.3,1.6,0.663832938
2.2,0.3,1.8,0.704582128
2.2,0.3,2,0.758061283
2.2,0.3,2.2,0.785685169
2.2,0.3,2.4,0.763749861
2.2,0.3,2.5,0.738774256
2.2,0.3,2.6,0.711324016
2.2,0.3,2.8,0.666838128
2.2,0.3,3,0.655970054
2.2,0.4,0.5,0.756470772
2.2,0.4,1,0.798692807
2.2,0.4,1.5,0.661184311
2.2,0.4,2,0.737386929
2.2,0.4,2.5,0.829933632
2.2,0.5,0.4,0.722798634
2.2,0.5,0.5,0.765033674
2.2,0.5,0.6,0.809315522
2.2,0.5,0.8,0.878527211
2.2,0.5,1,0.879564639
2.2,0.5,1.2,0.813267683
2.2,0.5,1.4,0.729989638
2.2,0.5,1.5,0.696462056
2.2,0.5,1.6,0.672584798
2.2,0.5,1.8,0.655621742
2.2,0.5,2,0.683366332
2.2,0.5,2.2,0.748946587
2.2,0.5,2.4,0.834087556
2.2,0.5,2.5,0.869995562
2.2,0.5,2.6,0.891847075
2.2,0.5,2.8,0.877563424
2.2,0.5,3,0.803384727
2.2,0.6,0.5,0.758143848
2.2,0.6,1,0.95034894
2.2,0.6,1.5,0.782310449
2.2,0.6,2,0.651901946
2.2,0.6,2.5,0.765707295
2.2,0.7,0.4,0.702126387
2.2,0.7,0.5,0.736829709
2.2,0.7,0.6,0.77816512
2.2,0.7,0.8,0.874284861
2.2,0.7,1,0.960809864
2.2,0.7,1.2,0.994843932
2.2,0.7,1.4,0.955227737
2.2,0.7,1.5,0.914563941
2.2,0.7,1.6,0.867068214
2.2,0.7,1.8,0.772162955
2.2,0.7,2,0.699158034
2.2,0.7,2.2,0.656588673
2.2,0.7,2.4,0.647805305
2.2,0.7,2.5,0.655204993
2.2,0.7,2.6,0.671194763
2.2,0.7,2.8,0.727696821
2.2,0.7,3,0.81236288
2.2,0.8,0.5,0.705618467
2.2,0.8,1,0.883626864
2.2,0.8,1.5,0.982972257
2.2,0.8,2,0.831846252
2.2,0.8,2.5,0.676204343
2.2,0.9,0.4,0.660580698
2.2,0.9,0.5,0.67170451
2.2,0.9,0.6,0.685437954
2.2,0.9,0.8,0.719305881
2.2,0.9,1,0.759100699
2.2,0.9,1.2,0.801109121
2.2,0.9,1.4,0.839623089
2.2,0.9,1.5,0.855341386
2.2,0.9,1.6,0.867270779
2.2,0.9,1.8,0.878422549
2.2,0.9,2,0.869476524
2.2,0.9,2.2,0.843544198
2.2,0.9,2.4,0.805818408
2.2,0.9,2.5,0.784995323
2.2,0.9,2.6,0.764026503
2.2,0.9,2.8,0.723493887
2.2,0.9,3,0.688852522
